info;
"{""id"":""SNG1312.json"",""log"":[""Yemek yemek için ucuz bir restoran arıyorum."",""Elbette, istediğiniz bir yemek türü veya yemek istediğiniz belirli bir bölge var mı?"",""Restoran güneyde olmalı ve doğu Avrupa yemekleri servis etmelidir."",""Üzgünüm, bu kriterlere uyan restoran yok. Başka bir şey için yardımcı olabilir miyim?"","" Portekiz peki?"",""Bir tane var, sizin için ayırtayım mı?"",""Hangi fiyat aralığı bu?"",""This is a cheap one."",""Perşembe günü saat 19: 30'da 4 kişilik bir masaya ihtiyacım var. Bu süre uygun değilse, lütfen 18:30 için ayırın."",""Perşembe günü saat 19: 30'da nandos'ta size dört kişilik masa rezervasyonu yaptım. Referans numarası X15NtNNN'dir. Yardımcı olmamı istediğiniz başka bir şey var mı?"",""Hayır, ihtiyacım olan tüm bilgiler bu. Zaman ayırdığınız için teşekkür ederim."",""Yardım hattımızı kullandığınız için teşekkür ederiz. Umarım harika bir gün geçirirsin."",""Teşekkür ederim! Sen de! Güle güle."",""Hoşçakalın ve nandos'ta harika zaman geçirin!""]}";
"{""id"":""WOZ20279.json"",""log"":[""Şehrin güneyinde pahalı bir restoran arıyorum."",""O bölgede pahalı kategoride beş restoran var. Meksika, İtalyan, Çin veya Hindistan 'ı mı tercih edersiniz?"",""Meksika 'yı tercih ederim"",""Chiquito Restaurant Bar, şehrin güney kesiminde pahalı Meksika yemekleri sunmaktadır. Daha fazla bilgi ister misiniz?"",""Adres ve telefon numarası nedir?"",""Meksika restoranı chiquito restoran bar ın adresi 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton ve telefon numarası 01223 400170."",""Teşekkür ederim hoşçakal."",""Bir şey değil. Güle güle.""]}";
"{""id"":""SSNG0179.json"",""log"":[""Orta fiyatlı bir Türk restoranında bir masa ayırtmak istiyorum."",""Anadolu ya da Efes restoranından birini seçebilirsiniz."",""Anadolu'yu seçiyorum. Adres lütfen?\n"",""Adres merkezde 30 Bridge Street."",""Perşembe günü saat 12: 30'da bana 7 kişilik bir masa rezervasyonu yapabilir misiniz?"",""Sizin yerine efes'te bir masa ayırdım. Referans numaranız 2J5AEMRI'dir. Başka bir şey var mı?"",""Hepsi bu kadar teşekkürler."",""Sistemi kullandığınız için teşekkür ederim, hoşçakalın.""]}";
"{""id"":""WOZ20263.json"",""log"":[""Merhaba, Danimarka yemekleri sunan herhangi bir bölgede bir restoran arıyorum."",""Üzgünüm, ancak isteklerinize uyan eşleşen kayıt bulunamadı."",""Peki ya uluslararası yemek?"",""Uluslararası yemek sunan üç restoran var. Belirli bir fiyat aralığı ister misiniz?"",""Bir tercihim yok."","" bloomsbury restaurant merkezde uluslararası yemek servis ediyorlar ve orta fiyat aralığındalar size yardımcı olabileceğim bir şey var mı?"",""Telefon numarasını ve posta kodunu alabilir miyim lütfen?"",""bloomsbury restoranın telefon numarası 0871 942 9180, posta kodları CB 2, 3 DT"",""Teşekkür ederim güle güle"",""İyi günler!""]}";
"{""id"":""WOZ20399.json"",""log"":[""Buralarda barbekü servis eden bir yer var mı?"",""Üzgünüm şehirde barbekü yeri yok, İlginizi çekebilecek başka bir yemek türü var mı?"",""Portekiz mutfağı ile ilgileniyorum."",""İki tane Portekiz restoranı var. Şehrin güney kısmını mı orta kısmını mı tercih edersiniz?"",""Umurumda değil. bana adreslerden birini verir misin\n"",""Tabii, güneyde nandos ve telefon numarası 01223 327908."",""Fiyat aralığı umrumda değil."",""Cambridge restoran sistemini kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20668.json"",""log"":[""Merhaba. Şehrin güney kesiminde uygun fiyatlı bir restoran bulmama yardım eder misiniz?"",""orta fiyat aralığında şehrin güney tarafında bulunan restoranların listesi"",""Adres ve telefon numarası alabilir miyim lütfen"",""pizza hut cherry hinton G4 Cambridge Leisure Park Clifton Way Cherry Hinton 'da ve telefon numarası 01223 323737."",""Teşekkür ederim. Güle güle."",""Teşekkürler! Güle güle.""]}";
"{""id"":""SNG0703.json"",""log"":[""Merhaba, doğuda pahalı bir restoran arıyorum."",""Royal Standard, doğuda pahalı bir gastropub. Masa ayırtmak ister misiniz?"",""Buna gerek yok. Bana adreslerini ve telefonlarını verebilir misiniz?"",""Adres 290 Mill Road Şehir Merkezidir. Telefon numarası 01223247877. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır. Tamamım. Tekrar teşekkürler."",""Rica ederim, afiyet olsun.""]}";
"{""id"":""WOZ20389.json"",""log"":[""İskandinav yemekleri sunan ucuz bir restoran arıyorum"",""Sorgunuz için sonuç bulunamadı. Tekrar denemek ister misiniz?"",""İtalyan yemekleri sunan ucuz restoran var mı?"",""Evet, ucuz İtalyan yemekleri için beş seçenek var. Üçü şehrin merkezinde, biri kuzeyde, diğeri şehrin batısında yer almaktadır. Bölge tercihiniz var mı?"",""Gerçekten önemli değil, ama tercihim kuzey. Adresi ve telefon numarasını alabilir miyim lütfen?"",""Elbette. Da vinci pizzeria 20 Milton Road Chesterton'dadır ve sayı 01223 351707'dir."",""Yardımın için teşekkürler."",""Rica ederim, afiyet olsun.""]}";
"{""id"":""SNG1277.json"",""log"":[""Bir restoran arıyorum. Restoran batıda olmalı ve ucuz fiyat aralığında olmalı"",""Bu alanda ve bu fiyat aralığında iki seçeneğim var. İtalyan mı Vietnam mı tercih edersiniz?"",""Vietnam tercih ederim."",""Thanh Binh batıda ucuz bir Vietnam restoranı. Sizin için rezervasyon yaptırmalı mıyım?"",""Evet, lütfen. Salı günü saat 12: 00'de olmasını istiyorum."",""Kaç kişi için rezervasyon yaptırmalıyım?"",""7 kişi olacak."",""Rezervasyon başarılı oldu ve masanız 15 dakika rezerve edilecek. Referans numaranız KH5F18TN'dir. Size yardımcı olabileceğim başka bir şey var mı?"",""Hayır, bu kadar. Yardımın için teşekkürler!"",""Rica ederiz! İyi günler!""]}";
"{""id"":""WOZ20435.json"",""log"":[""Ucuz fiyat aralığında ve şehrin doğusunda bir restoran arıyorum."",""The Missing Sock kasabanın doğusunda ucuz yiyecekler servis eder."",""telefonunu ve adresini alabilir miyim?"",""The Missing Sock adresi Finders Corner Newmarket Road ve telefon numarası 01223 812660"",""yardımın için teşekkürler, hoşça kal."",""çok teşekkür ederim, güle güle.""]}";
"{""id"":""WOZ20330.json"",""log"":[""Kasabanın doğusunda pahalı bir restoran istiyorum, lütfen."",""Yemek türü olarak bir tercihiniz var mı? İngiliz, Hint, Çin ve Gastropub için eşleşmeler buldum."",""Bir tercihim yok."",""Grafton Hotel Restaurant, şehrin doğusunda İngiliz yemekleri servis eden pahalı bir restorandır."",""Adresi nedir?"",""Grafton Hotel Restaurant'ın adresi Grafton Hotel 619 Newmarket Road Fen Ditton'dur."",""Teşekkürler ve güle güle."",""Rica ederim. Güle güle."",""Güle güle."",""afiyet olsun."",""Güle güle."",""güle güle""]}";
"{""id"":""WOZ20485.json"",""log"":[""Şehrin batısında makul fiyatlı bir restoran lütfen"",""İki İtalyan ve bir İngiliz orta fiyatlı restoranları buldum. Biri hakkında daha fazla bilgi edinmek ister misiniz?"",""Lütfen bana İngiliz restoranının adresini ver."",""Saint Johns Chop House, 21-24 Northampton Caddesi'nde yer alan bir İngiliz restoranıdır."",""Ne tür yiyecekler servis ediyorlar?"",""Saint Johns Chop House İngiliz yemekleri servis etmektedir."",""Teşekkürler, hoşçakalın."",""Bu sistemi kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20079.json"",""log"":[""Merhaba. Galler yemekleri sunan bir restoran bulmaya çalışıyorum. Bana yardım edebilir misin?"",""bilgi bulunamadı"",""Portekiz yemekleri peki? Fiyat aralığı umrumda değil."",""şehrin hangi bölgesini tercih edersin?"",""Herhangi bir bölgede Portekiz yemekleri"",""Portekiz yemekleri sunan iki restoran var. Güneyde Nandos ve Şehir Merkezinde Nandos. Bunlardan herhangi biri hakkında daha fazla bilgi ister misiniz?"",""Bana Nandos'un Şehir Merkezindeki telefon numarasını ve adresini verebilir misiniz?"",""Nandos 33-34 Saint Andrews Street te bulunabilir ve 01223 327908 telefonundan ulaşılabilir. Başka bir konuda size yardımcı olabilir miyim?"",""Hayır, teşekkürler, hepsi bu. Güle güle."","" Teşekkürler ve iyi günler!""]}";
"{""id"":""SNG1296.json"",""log"":[""Merhaba. Şehrin merkezinde bir İtalyan restoranı arıyorum."",""Birçok seçeneğimiz var! Belirli bir fiyat aralığınız var mı?"",""Kesinlikle ucuz."",""Regent Street te iki, 12 Bridge Street te bir tane var. Tercihleriniz nedir?"",""Önemli değil. Ne önerirsiniz?"",""Yerel olan restoranlardan birini tavsiye ederim. Adresiniz nedir? Size en yakın olanı bulabilirim. Yürümek ister misin?"",""Lütfen merkezde benim için ucuz bir İtalyan yer ayırtın, Cumartesi 13: 45'te 8 kişilik yere ihtiyacım var."",""13:45'te zizzi cambridge 'de bir masa ayırtmayı başardım. Referans numaranız KSYHRB8I."",""Teşekkürler, bugün ihtiyacım olan tek şey bu. Çok yardımcı oldun!"",""İyi günler, afiyet olsun!""]}";
"{""id"":""WOZ20094.json"",""log"":[""Şehrin batısında bir Macar restoranı arıyorum."",""Şehrin batısında Macar restoranı yok. Sorgunuzu değiştirmek ister misiniz?"",""Şehrin batısında Hint yemekleri var mı?"",""Şehrin batısında 6 Hint restoranı var. Aklınızda hangi fiyat aralığı var?"",""Fiyat aralığı önemli değil."",""Birkaç tanesinin adını, adresini ve telefon numarasını ister misiniz?"",""Evet, ama sadece biri için."",""Cocum 71 Castle Street Şehir Merkezi'nde yer almaktadır ve telefon numaraları 01223 366668'dir. Fiyat aralıkları pahalıdır."",""Teşekkür ederim!"",""Bir şey değil. Başka bir sorguyla yardımcı olabilir miyim?"",""Hayır, yeterli. Tekrar teşekkürler."",""Güle güle.""]}";
"{""id"":""WOZ20356.json"",""log"":[""Şehir merkezinde İspanyol yemeği sunan bir restoran istiyorum."",""la raza, şehir merkezinde ucuz fiyat aralığındaki bir İspanyol restoranı."",""Lütfen bana La Raza 'nın adresini ve posta kodunu ver. Lütfen bana La Raza 'nın telefon numarasını ver."",""La Raza adresi 4 - 6 Rose Crescent ve posta kodu CB 2, 3 LL La Raza'nın telefon numarası 01223 464550'dir."",""Teşekkür ederim!"",""Teşekkür ederim, hoşçakalın."",""Güle güle!"",""Güle güle.""]}";
"{""id"":""WOZ20371.json"",""log"":[""Şehrin güneyinde pahalı bir restoran istiyorum"",""Chiquito restoran bar, şehrin güney kesiminde bulunan bir Meksika restoranıdır ve fiyat aralığı pahalıdır. Adreslerini ister misiniz?"",""Kulağa hoş geliyor. Telefon numarası nedir?"",""Numaraları 01223 400170. Sizin için yapabileceğim başka bir şey var mı?"",""Teşekkür ederim hoşçakal."",""Sistemimizi kullandığınız için teşekkür ederiz. Güle güle"",""Güle güle."",""Önce telefonu kapat, efendim!""]}";
"{""id"":""WOZ20430.json"",""log"":[""Şehrin doğusunda pahalı bir restoran bulmak istiyorum."",""Tabi ki. Seçeneklerinizden bazıları şunlardır: Grafton Hotel Restaurant, Pipasha restoranı, Kraliyet Standardı, Sitar Tandoon ve Yu Bahçesi."",""Çok fazla seçenek var. Sadece bir tane önerip bana adres, telefon numarası ve posta kodu verebilir misiniz?"",""Pipasha restoranı ne ne dersiniz, Hint yemekleri servis ediyorlar ve telefon numaraları 01223 577786. Adresleri Newmarket Road Fen Ditton ve posta kodları CB 5, 8 PA."",""Çok teşekkür ederim!"",""Teşekkür ederim, hoşçakalın.""]}";
"{""id"":""SNG0664.json"",""log"":[""Güneyde pahalı bir Çin restoranı arıyorum."",""The Good Luck Chinese Food Takeaway veya Peking Restaurant ihtiyaçlarınızı karşılayacaktır. Rezervasyon yaptırmak ister misiniz?"",""Şu anda rezervasyon değil, sadece telefon numarasına ihtiyacım var."",""The Good Luck Chinese Food Takeaway 01223244149 numarasından ulaşılabilir. Peking Restaurant'a 01223354755 dan ulaşabilirsiniz. Yardımcı olabileceğim başka bir şey var mı?"",""Hayır ihtiyacım olan tek şey bu. Teşekkür ederim!"",""Cambridge TownInfo merkeziyle iletişim kurduğunuz için teşekkür ederiz. İyi günler!""]}";
"{""id"":""WOZ20438.json"",""log"":[""Güneyde bir Danimarka restoranı arıyorum."",""Güneyde Danimarka restoranı yok."",""Güneydeki bir İtalyan restoranına peki?"",""Güneyde bir frankie and bennys var."","" telefon numarası ve posta kodu"",""Telefon numarası 01223 412430. Posta kodu CB 1, 7 DY"",""Teşekkürler, hoşçakalın."",""teşekkür ederim .. güle güle ""]}";
"{""id"":""WOZ20099.json"",""log"":[""Merhaba, pahalı fiyatlı bir Toskana restoranı istiyorum."",""Üzgünüm, pahalı fiyat aralığında Toskana restoranı yok. Başka bir şey denemek ister misiniz?"",""Kore yemeklerine ne dersin?"","" Little Seoul, Merkez bölgesinde pahalı bir restorandır. Adresini ister misiniz?"",""Evet, lütfen."",""Adres 108 Regent Street Şehir Merkezidir. Daha fazla bilgiye ihtiyacınız var mı?"",""Hayır, teşekkürler."",""Yemeğinin tadını çıkar!""]}";
"{""id"":""WOZ20614.json"",""log"":[""Şehrin kuzeyinde ucuz fiyat aralığındaki bir restoran arıyorum."",""Royal Spice şehrin kuzeyinde ve ucuz fiyat aralığında."",""başka bir şey önerebilir misin?"",""Da vinci pizzeria şehrin kuzey kesiminde ve ucuz fiyat aralığındadır. Konumlarını ister misiniz?"",""Adres nedir?"",""adresleri 20 Milton Road Chesterton"",""Teşekkür ederim hoşçakal."",""Rica ederim, hoşçakal""]}";
"{""id"":""SNG01198.json"",""log"":[""Şehrin merkezinde Çin restoranı var mı?"","" jinling noodle bar merkezde ve çin yemeği sunmaktadır."",""Pahalılar mı?"",""Orta fiyat aralığındalar."",""Lütfen pahalı fiyat aralığında başka bir yer arayın. Adrese, posta koduna ve telefon numarasına ihtiyacım olacak."",""Jinling Noodle Bar olur mu?"",""Tabi! Adresi, posta kodu ve telefon numarası nedir?\n"",""adresleri 11 Peas Hill Şehir Merkezi, posta kodu cb23pp ve telefon numarası 01223566188"",""yardımın için teşekkürler"",""Teşekkür ederim hoşçakal ""]}";
"{""id"":""WOZ20119.json"",""log"":[""Bana batıda orta fiyatlı bir restoran bulabilir misin?"",""Meghna, kasabanın batısında ve makul fiyat aralığında bir Hint restoranıdır."",""Telefon numarası nedir?"",""01223 727410"",""Teşekkür ederim hoşçakal"",""Bu sistemi kullandığınız için teşekkür ederiz. Güle güle."",""Teşekkür ederim . Güle güle"","" teşekkür ederim""]}";
"{""id"":""SSNG0030.json"",""log"":[""Şehrin kuzeyinde pahalı bir restoran arıyorum."",""5 restoran mevcut. Ne yemek istersiniz?"",""Restoran Çin yemeği servis etmeli."",""Tercihleriniz için iki seçenek var: Chesterton'daki Milton Road'daki Hakka ve Chesterton'daki 66 Chesterton Road'daki Hotpot."",""Evet, teşekkür ederim, bu Salı günü saat 13: 30'da 4 kişilik 66 kişilik rezervasyon yaptırmak istiyorum."",""Hotspot'ta masa bulamadım. Ancak hakka için bir tane ayırmak mümkün. Referans numaranız PBSTNZCL'dir."",""Teşekkür ederim tek ihtiyacım bu, hoşça kal."",""Teşekkürler ve afiyet olsun. İyi günler.""]}";
"{""id"":""WOZ20256.json"",""log"":[""Şehrin batısında orta fiyatlı bir restoran arıyorum."",""Yiyecek türü konusunda bir tercihiniz var mı?"",""Bir tercihim yok."",""Prezzo, batıdaki ılımlı fiyat aralığındaki bir İtalyan restoranı."",""Adresi nedir?"",""prezzo 21-24 northampton road da yer almaktadır. Telefon numarasını ister misin?"",""Hayır, teşekkürler. Tüm bilmek istediğim bu. Güle güle."",""Sistemi kullandığınız için teşekkür ederiz. Güle güle.""]}";
"{""id"":""WOZ20422.json"",""log"":[""Şehrin doğusunda bir et lokantası arıyorum."",""Hangi fiyat aralığını istersiniz?\n"",""Herhangi bir fiyat aralığı iyi."",""Doğu bölgesinde hiçbir et lokantası yok, ama River Bar Steakhouse and Grill merkezde yer almaktadır."",""Şehrin doğusunda bir yere ihtiyacım var. Hint yemekleri nasıl peki?"",""Curry Prince, şehrin doğusunda Hint yemekleri sunan orta fiyatlı bir restoran."",""Kulağa hoş geliyor, adresi ve telefon numarası nedir?"",""Curry Prince 451 Newmarket Road Fen Ditton'da";
"{""id"":""WOZ20228.json"",""log"":[""Kuzeye gidiyorum, buralarda bir Akdeniz restoranının adresi nedir?"",""Hangi fiyat aralığını tercih edersiniz?\n"",""Fiyat aralığı umrumda değil."",""Kasabanın kuzeyinde Akdeniz restoranı yok. Ancak Bloomsbury restoranı uluslararası servis ediyor."",""Şehrin herhangi bir yerinde akdeniz restoranı var mı peki?"",""Şehrin merkezinde üç Akdeniz restoranı var. Pahalı mı yoksa ucuz bir restoranı mı tercih edersiniz?"",""Fiyat önemli değil, lütfen adresini, telefon numarasını ve posta kodunu alabilir miyim?"",""La mimosa Akdeniz yemekleri sunmaktadır. Telefon numarası 01223 362525, adresi Thompsons Lane Fen Ditton ve posta kodu CB 5, 8 AQ"",""Kulağa hoş geliyor. Teşekkür ederim."",""rica ederim. Güle güle""]}";
"{""id"":""WOZ20098.json"",""log"":[""Ucuz fiyata İtalyan yemekleri sunan bir restoran arıyorum."",""Ucuz fiyat aralığında İtalyan yemekleri servis eden beş restoran var. Hangi bölgede arıyorsunuz?"",""Hangi alan olduğu önemli değil."",""ask İtalyan yemekleri servis eder ve ucuz fiyat aralığındadır. Konumlarını ister misiniz?"",""Evet, lütfen adreslerini istiyorum."",""Ask, 12 Bridge street şehir merkezinde yer almaktadır. Telefon numaraları 01223 364917."",""Teşekkürler, hoşçakalın."","" İyi günler! Güle güle.""]}";
"{""id"":""WOZ20425.json"",""log"":[""Bana ucuz fiyat aralığında bir Galler restoranı bulabilir misiniz?"",""Listede Galler restoranı yok."",""İtalyan yemeği var mı peki?"",""Hangi bölgeye bakmak istersiniz?"",""Hangi bölgeye bölge olur."",""Da vinci pizzeria İtalyan yemeklerini ucuz fiyat aralığıyla sunar ve şehrin kuzey kesimindedir."",""Adresleri ve telefon numaraları nedir?"",""da vinci pizzeria 20 milton road chesterton'da bulunur ve telefon numarası 01223 351707'dir."",""Tamam, yardımın için teşekkürler!"",""teşekkür ederim hoşçakal""]}";
"{""id"":""WOZ20172.json"",""log"":[""Orta fiyatlı ve güneyde bulunan bir restoran istiyorum."",""Pizza Hut Cherry Hinton, şehrin güney kesiminde ve orta fiyat aralığındadır."",""Aralarından seçim yapabileceğim başka restoranlar var mı?"",""Restaurant Alimentum ayrıca kasabanın güneyinde yer alır ve makul orta aralığındadır."",""Restaurant Alimentum adres, telefon numarası ve sunulan yiyecek türünü alabilir miyim?\n"",""Modern Avrupa yemekleri servis ediyorlar ve 152 - 154 Hills Road'da bulunuyorlar. Numaraları ise 01223 413000'dir."",""Teşekkür ederim"",""Rica ederim. Güle güle.""]}";
